CROP_IMAGE,image_type,task_type,difficulty,question,option_A,option_B,option_C,option_D,correct_answer,rationale
s41563-024-02079-5_figure-2_crop10.png,HR-TEM,experimental_design,medium,The FFT insets show sharp diffraction spots. What does this indicate about the sample preparation and imaging conditions?,The sample is thin and well-prepared with minimal contamination,The sample is thick causing multiple scattering,The imaging was done under defocused conditions,The sample is heavily damaged by the electron beam,A,"Sharp FFT spots indicate good crystallinity and thin, clean sample preparation with proper imaging focus."
s41563-024-02079-5_figure-2_crop10.png,HR-TEM,experimental_design,hard,"In this HR-TEM image of Bi2Se3 / 2 ML hBN / Bi2Se3, what could be a potential artifact if the FFT patterns showed streaking instead of sharp spots?",Perfect crystal alignment,Use of scanning TEM mode instead of TEM,Excessive sample thickness causing no diffraction,Sample drift or vibration during image acquisition,D,"Streaking in FFT patterns typically arises from sample drift or vibration, blurring diffraction spots."
s41563-025-02164-3_figure-6_crop2.png,CTEM,visual_perception,easy,What is the predominant morphology of the self-assembled p45 structures visible near the bacterial membrane in this TEM image?,Rod-like fibrils,Spherical aggregates,Irregular amorphous blobs,Sheet-like layers,B,"The visible self-assemblies near the membrane appear as roughly spherical, well-defined aggregates, ruling out elongated rods, flat sheets, or amorphous shapes."
s41563-025-02164-3_figure-6_crop2.png,CTEM,visual_perception,medium,"In this TEM image of S. Typhimurium treated with p45, what can be inferred about the size distribution of the p45 assemblies relative to the bacterial cells?",The p45 assemblies are larger than the bacterial cells.,The p45 assemblies are not visible in this image.,The p45 assemblies are comparable in size to the bacterial cells.,"The p45 assemblies are significantly smaller than the bacterial cells, appearing as nanoscale particles.",D,"The assemblies are clearly smaller than the bacterial cells, visible as small particles near the membrane, ruling out similar or larger size."
s41563-025-02164-3_figure-6_crop2.png,CTEM,visual_perception,hard,"Considering the contrast and morphology in this TEM image of p45-treated S. Typhimurium, what is the most likely location of the p45 assemblies relative to the bacterial membrane?",Detached and free-floating in the background,Bound externally on the outer membrane surface,Inside the periplasmic space,Embedded within the cytoplasm,B,"The assemblies are closely associated with the outer edge of the bacterial membrane, consistent with binding externally rather than inside or free-floating."
s41563-025-02164-3_figure-6_crop2.png,CTEM,reasoning,easy,"Given that this is a TEM image of S. Typhimurium cells treated with the antimicrobial peptide p45, what does the presence of small, dense spherical assemblies near the bacterial membrane most likely indicate?",Intracellular inclusion bodies,Bacterial membrane vesicles naturally shed by the cells,p45 self-assemblies binding to the bacterial membrane,Contaminant debris from sample preparation,C,"The context and morphology indicate these are p45 assemblies targeting the membrane, not natural vesicles, debris, or intracellular structures."
s41563-025-02164-3_figure-6_crop2.png,CTEM,reasoning,medium,"In this TEM image of S. Typhimurium treated with p45, what can be inferred about the antimicrobial mechanism of p45 based on the observed assemblies at the membrane surface?",p45 penetrates the cytoplasm to inhibit intracellular targets,p45 aggregates extracellularly without interacting with the bacteria,p45 causes cell wall thickening by inducing peptidoglycan synthesis,p45 disrupts membrane integrity by binding and assembling on the outer membrane,D,"The assemblies are localized on the membrane surface, supporting a membrane disruption mechanism rather than intracellular or extracellular aggregation."
s41563-025-02164-3_figure-6_crop2.png,CTEM,reasoning,hard,"Considering the morphology and distribution of p45 assemblies in this TEM image of treated S. Typhimurium, what does this suggest about the self-assembly behavior of p45 at concentrations above its critical aggregation concentration (CAC)?",p45 forms crystalline arrays embedded inside bacterial cytoplasm,p45 remains monomeric and does not form visible assemblies,p45 forms discrete nanoscale spherical aggregates that target bacterial membranes,p45 forms large fibrillar networks detached from bacterial cells,C,"The image shows discrete spherical assemblies near membranes, consistent with self-assembly above CAC and membrane targeting."
s41563-025-02164-3_figure-6_crop2.png,CTEM,experimental_design,easy,What imaging mode is most likely used to acquire this TEM image showing bacterial cells and peptide assemblies with clear membrane contrast?,Scanning TEM (STEM),Dark-field TEM,Bright-field TEM,Cryo-TEM,C,The image shows typical bright-field TEM contrast with membranes appearing darker against a lighter background.
s41563-025-02164-3_figure-6_crop2.png,CTEM,experimental_design,medium,The faint halo and slight blurring around the p45 assemblies in this TEM image suggest which of the following imaging artifacts or sample preparation effects?,Perfect focus and no artifacts,Beam-induced sample charging or contamination,Sample drift during image acquisition,Severe astigmatism in the electron beam,B,"The halo effect is typical of beam-induced charging or contamination, not perfect focus or astigmatism."
s41563-025-02164-3_figure-6_crop2.png,CTEM,experimental_design,hard,"Considering the scale bar and visible features in this TEM image of p45-treated S. Typhimurium, which sample preparation step is critical to preserve the native interaction between p45 assemblies and the bacterial membrane?",Heavy metal staining that penetrates intracellularly,Freeze-drying to remove all water content,Gentle fixation and minimal dehydration to avoid disrupting membrane-bound assemblies,High-temperature drying to enhance contrast,C,Preserving membrane-bound assemblies requires gentle fixation and minimal dehydration; harsh treatments can disrupt these interactions.
s41565-018-0312-y_figure-1_crop1.png,HR-TEM,visual_perception,easy,"In this TEM image of a PbS QD emitter in a donor PbS/ZnO matrix, what is the predominant shape of the bright quantum dot particles?",Rod-like,Plate-like,Spherical,Irregular,C,"The bright particles are mostly round and uniform, consistent with spherical morphology. Rod-like or plate-like shapes would show elongated or flat features, which are not observed."
s41565-018-0312-y_figure-1_crop1.png,HR-TEM,visual_perception,medium,"In this TEM image of a PbS QD emitter in a donor PbS/ZnO matrix, what best describes the spatial distribution of the bright quantum dots?",Randomly dispersed without aggregation,Arranged in a hexagonal lattice,Strongly clustered into large aggregates,Aligned in linear chains,A,The bright dots appear scattered without obvious clustering or ordering. No linear chains or lattice arrangements are visible.
s41565-018-0312-y_figure-1_crop1.png,HR-TEM,visual_perception,hard,"In this TEM image of a PbS QD emitter in a donor PbS/ZnO matrix, what can be inferred about the relative size distribution of the quantum dots?",Narrow size distribution with most dots similar in diameter,Broad size distribution with many large and small dots,Bimodal distribution with two distinct size populations,Size gradient from top to bottom of the image,A,"The bright dots appear fairly uniform in size across the image, indicating a narrow size distribution. No clear bimodal populations or gradients are visible."
s41565-018-0312-y_figure-1_crop1.png,HR-TEM,reasoning,easy,"Given this is a PbS QD emitter in a donor PbS/ZnO matrix, what does the bright contrast of the quantum dots most likely indicate about their composition relative to the matrix?",Higher atomic number leading to stronger electron scattering,Presence of voids causing bright contrast,Lower atomic number leading to weaker electron scattering,Beam damage causing bright spots,A,"PbS QDs have heavier elements (Pb) compared to ZnO matrix, resulting in stronger electron scattering and thus brighter contrast. Voids or beam damage typically cause dark or diffuse contrast."
s41565-018-0312-y_figure-1_crop1.png,HR-TEM,reasoning,medium,"In this PbS QD emitter embedded in a PbS/ZnO matrix, the uniform size and dispersion of QDs suggest which of the following about the synthesis or processing method?",Controlled nucleation and growth leading to monodisperse QDs,Phase separation causing large domains,Uncontrolled aggregation during deposition,Severe Ostwald ripening producing broad size distribution,A,"Uniform size and dispersion imply controlled synthesis conditions favoring monodisperse QDs. Aggregation or phase separation would cause clustering or large domains, which are not observed."
s41565-018-0312-y_figure-1_crop1.png,HR-TEM,reasoning,hard,"Considering this is a PbS QD emitter in a donor PbS/ZnO matrix, what does the absence of visible lattice fringes in the matrix region imply about its crystallinity?",The matrix is largely amorphous or nanocrystalline below resolution,The matrix is crystalline with large grain boundaries visible,The matrix is highly crystalline with clear lattice fringes,The matrix is crystalline but heavily strained causing fringe distortion,A,The lack of lattice fringes suggests the matrix is amorphous or composed of very small nanocrystals below TEM resolution. Clear fringes or grain boundaries would be visible if crystalline.
s41565-018-0312-y_figure-1_crop1.png,HR-TEM,experimental_design,easy,This image of PbS QDs in a PbS/ZnO matrix was most likely acquired using which TEM imaging mode?,Bright Field TEM,High-Angle Annular Dark Field STEM,Dark Field TEM,Electron Energy Loss Spectroscopy (EELS) mapping,A,"The image shows bright particles on a darker background typical of bright field TEM. Dark field or HAADF STEM would show different contrast patterns, and EELS is a spectroscopic technique."
s41565-018-0312-y_figure-1_crop1.png,HR-TEM,experimental_design,medium,The faint halo and slight blurring around the bright quantum dots in this TEM image most likely indicate which imaging artifact?,Contamination buildup on the sample,Spherical aberration or defocus,Sample charging effects,Beam-induced sample drift,B,"Halo and blurring around particles are typical of spherical aberration or defocus in TEM imaging. Charging or contamination usually cause more irregular contrast, and drift causes image blur but not localized halos."
s41565-018-0312-y_figure-1_crop1.png,HR-TEM,experimental_design,hard,"Given the scale bar of 50 nm and the observed particle sizes, what sample preparation consideration is critical to reliably image PbS QDs in a PbS/ZnO matrix at this resolution?",Using cryo-TEM to prevent QD aggregation during imaging,Thinning the sample to electron transparency (~<100 nm) without damaging QDs,Applying high beam current to improve signal-to-noise ratio,Coating the sample with heavy metals to enhance contrast,B,"To resolve ~10 nm QDs, the sample must be thin enough for electron transparency without damaging the QDs. Heavy metal coating is not typical for QDs, cryo-TEM is not indicated here, and high beam current risks damage."
s41565-019-0392-3_figure-4_crop4.png,HR-TEM,visual_perception,easy,"In this bright-field microscopy image of PC-3 cells, what is the predominant shape of the visible cells?",Rod-shaped,Filamentous,Round or spherical,Triangular,C,"The cells appear mostly round or spherical in shape, as seen by their roughly circular outlines. Rod-shaped, triangular, or filamentous shapes are not visually supported by the image."
s41565-019-0392-3_figure-4_crop4.png,HR-TEM,visual_perception,medium,"In this bright-field image of PC-3 cells incubated with large targeted Au nanorods, how are the cells spatially distributed?",Aggregated into large clumps,Forming a continuous monolayer,Uniformly spaced in a grid pattern,Scattered with some clustering,D,"The cells appear scattered across the field with some local clustering visible. There is no evidence of uniform grid spacing, continuous monolayer formation, or large aggregates."
s41565-019-0392-3_figure-4_crop4.png,HR-TEM,visual_perception,hard,"Considering the scale bar of 100 µm in this bright-field image of PC-3 cells, what is the approximate size range of individual cells?",100-150 µm diameter,1-5 µm diameter,50-70 µm diameter,10-20 µm diameter,D,"Given the scale bar and relative cell size, cells are roughly 10-20 µm in diameter, consistent with typical mammalian cell sizes. Smaller or larger size ranges are inconsistent with the visual scale."
s41565-019-0392-3_figure-4_crop4.png,HR-TEM,reasoning,easy,"Given that these are PC-3 cells incubated with large targeted Au nanorods, what does the bright contrast of some cells likely indicate?",Cell nuclei stained with fluorescent dye,Cell debris from lysed cells,Dead cells with compromised membranes,Presence of Au nanorods bound to the cell surface,D,"Bright contrast in bright-field microscopy here likely corresponds to the presence of Au nanorods bound to the cell surface, as AuNRs are highly scattering. Fluorescent stains or dead cells would not produce this bright-field contrast."
s41565-019-0392-3_figure-4_crop4.png,HR-TEM,reasoning,medium,"In this bright-field image of PC-3 cells with large targeted Au nanorods, what can be inferred about the targeting efficiency based on the visible contrast?",High targeting efficiency indicated by bright cell outlines,No targeting as cells appear dark,Low targeting efficiency indicated by lack of bright contrast,Non-specific binding indicated by uniform brightness across all cells,A,"Bright outlines around cells suggest accumulation of Au nanorods, indicating high targeting efficiency. Lack of brightness or uniform brightness would suggest low or non-specific binding."
s41565-019-0392-3_figure-4_crop4.png,HR-TEM,reasoning,hard,"Considering the morphology and distribution of bright spots on PC-3 cells incubated with large targeted Au nanorods, what cellular interaction mechanism is most consistent?",Internalization via macropinocytosis,Random physisorption of Au nanorods on cell membrane,"No interaction, Au nanorods remain in solution",Receptor-mediated endocytosis of Au nanorods,D,"Targeted Au nanorods are designed to bind specific receptors on PC-3 cells, leading to receptor-mediated endocytosis, consistent with localized bright contrast. Random physisorption or no interaction would not produce such specific contrast patterns."
s41565-019-0392-3_figure-4_crop4.png,HR-TEM,experimental_design,easy,What imaging mode was used to acquire this image of PC-3 cells with Au nanorods?,Transmission electron microscopy (TEM),Fluorescence microscopy,Bright-field optical microscopy,Scanning electron microscopy (SEM),C,"The image shows grayscale contrast typical of bright-field optical microscopy at a large scale (100 µm), unlike TEM or SEM which have much higher resolution and different contrast. Fluorescence microscopy would show color or bright spots on dark background."
s41565-019-0392-3_figure-4_crop4.png,HR-TEM,experimental_design,medium,The scale bar indicates 100 µm in this image. What does this imply about the sample preparation for imaging?,Cells were embedded in resin and ultrathin sectioned,Cells were imaged in vacuum at nanoscale resolution,Cells were imaged live or fixed on a standard microscope slide,Cells were freeze-dried and coated with metal,C,"The large scale and bright-field mode suggest live or fixed cells on a slide, typical for optical microscopy. Resin embedding and ultrathin sectioning or freeze-drying are preparation methods for electron microscopy."
s41565-019-0392-3_figure-4_crop4.png,HR-TEM,experimental_design,hard,"If the bright contrast around cells is due to Au nanorods, what imaging artifact should be considered when interpreting brightness variations?",Astigmatism in electron lenses,Fluorescence bleed-through from nearby fluorophores,Charging artifacts due to electron beam exposure,Light scattering and diffraction effects from metallic nanoparticles,D,Metallic nanoparticles strongly scatter light causing bright contrast and possible diffraction halos in bright-field microscopy. Fluorescence bleed-through and electron beam artifacts are irrelevant here as this is optical bright-field imaging.
s41565-019-0428-8_figure-3_crop1.png,HR-TEM,visual_perception,easy,"In this STEM-HAADF image of a Li 1.2 Mn 0.6 Ni 0.2 O 2 cathode particle, what is the predominant contrast feature near the particle surface?",Dark nanovoids,Uniform lattice contrast,Bright metallic inclusions,Crystalline grain boundaries,A,"The dark regions near the surface correspond to nanovoids, as they appear as low-intensity contrast in HAADF images. Bright metallic inclusions or grain boundaries would show different contrast patterns, and uniform lattice contrast is not observed near the surface."
s41565-019-0428-8_figure-3_crop1.png,HR-TEM,visual_perception,medium,"In this STEM-HAADF image of a Li 1.2 Mn 0.6 Ni 0.2 O 2 cathode particle, what best describes the shape of the particle?",Spherical,Polygonal with flat facets,Irregular amorphous,Rod-like,B,"The particle shows relatively straight edges and flat surfaces indicative of polygonal morphology, rather than smooth spherical or elongated rod-like shapes. The lattice contrast also suggests crystallinity, ruling out amorphous."
s41565-019-0428-8_figure-3_crop1.png,HR-TEM,visual_perception,hard,"In this STEM-HAADF image of a Li 1.2 Mn 0.6 Ni 0.2 O 2 cathode particle, what is the approximate size scale of the particle based on the scale bar?",About 5 nm across,About 50 nm across,About 200 nm across,About 500 nm across,B,"The scale bar indicates 20 nm, and the particle spans roughly 2-3 times that length, estimating about 50 nm size. Other options are inconsistent with the scale bar and visible particle size."
s41565-019-0428-8_figure-3_crop1.png,HR-TEM,reasoning,easy,"Given this is a Li 1.2 Mn 0.6 Ni 0.2 O 2 cathode particle after cycling, what does the dark contrast near the surface most likely indicate?",Metallic nanoparticle deposition,Nanovoid formation due to cycling-induced degradation,Crystalline phase transformation,Surface contamination layer,B,"In this cathode material, dark contrast nanovoids near the surface are known to form due to cycling-induced degradation, consistent with the image. Metallic particles or contamination would have different contrast and morphology."
s41565-019-0428-8_figure-3_crop1.png,HR-TEM,reasoning,medium,"In this Li 1.2 Mn 0.6 Ni 0.2 O 2 cathode particle imaged by STEM-HAADF, what does the clear boundary between the nanovoid-populated zone and the bulk lattice suggest about the degradation process?",No nanovoid formation is present,Nanovoids form uniformly throughout the particle,Nanovoids form only in the particle core,Nanovoid formation initiates at the surface and propagates inward,D,The distinct boundary visible between the void-populated surface region and the intact bulk lattice indicates that nanovoid formation starts at the surface and gradually moves inward with cycling.
s41565-019-0428-8_figure-3_crop1.png,HR-TEM,reasoning,hard,"Considering this STEM-HAADF image of a Li 1.2 Mn 0.6 Ni 0.2 O 2 cathode particle, what can be inferred about the effect of extended cycling on the particle's internal structure?",Complete healing of nanovoids after extended cycling,No structural changes occur with cycling,Formation of new crystalline phases in the bulk lattice,Progressive thickening of the nanovoid-populated zone from surface to interior,D,"The image shows a nanovoid-populated zone near the surface, consistent with progressive thickening of this zone inward with cycling. Healing or new phases are not visually supported here."
s41565-019-0428-8_figure-3_crop1.png,HR-TEM,experimental_design,easy,"What imaging mode was used to acquire this image of the Li 1.2 Mn 0.6 Ni 0.2 O 2 cathode particle, based on the contrast and appearance?",STEM-HAADF,Dark-field TEM,Bright-field TEM,SEM secondary electron imaging,A,"The high atomic number contrast with bright edges and dark voids is characteristic of STEM-HAADF imaging, unlike BF or DF TEM or SEM."
s41565-019-0428-8_figure-3_crop1.png,HR-TEM,experimental_design,medium,The dark contrast regions near the particle surface in this STEM-HAADF image likely correspond to what kind of imaging contrast mechanism?,Diffraction contrast from lattice defects,Reduced atomic number density due to voids,Increased atomic number due to heavy element segregation,Charging effects on the sample surface,B,"Nanovoids reduce local atomic density, causing less scattering and thus dark contrast in HAADF images. Heavy element segregation would appear brighter."
s41565-019-0428-8_figure-3_crop1.png,HR-TEM,experimental_design,hard,What sample preparation artifact is least likely to cause the dark contrast near the particle surface in this STEM-HAADF image of the Li 1.2 Mn 0.6 Ni 0.2 O 2 cathode?,Intrinsic nanovoid formation from cycling,Mechanical polishing damage,Surface contamination,Beam-induced void formation during imaging,B,"Mechanical polishing typically causes surface amorphization or scratches, not discrete nanovoids. The dark contrast here corresponds to intrinsic nanovoids or possibly beam damage, but polishing damage is unlikely."
s41565-019-0428-8_figure-4_crop0.png,CTEM,visual_perception,easy,"In this STEM-HAADF image of a Li1.2Mn0.6Ni0.2O2 cathode after 300 cycles, what is the predominant morphology of the dark features visible within the bulk?",Nanovoids with roughly spherical shape,Rod-like precipitates,Cuboidal nanoparticles,Plate-like layered structures,A,"The dark features appear as roughly rounded voids (nanovoids) distributed within the bulk. There are no elongated rods, plates, or cuboidal shapes visible."
s41565-019-0428-8_figure-4_crop0.png,CTEM,visual_perception,medium,"In this image of the Li1.2Mn0.6Ni0.2O2 cathode after 300 cycles, what does the contrast difference between the bulk matrix and the dark regions most likely indicate?",Surface contamination layers,Presence of nanovoids or pores causing mass-thickness contrast,Areas of crystalline phase transformation to a denser phase,Regions of higher atomic number elements,B,"Dark regions in HAADF STEM images typically correspond to areas with less mass/thickness, consistent with nanovoids. Higher atomic number regions would appear brighter, and no evidence of contamination or denser phases is visible."
s41565-019-0428-8_figure-4_crop0.png,CTEM,visual_perception,hard,"Considering the visible grain boundaries and nanovoids in this Li1.2Mn0.6Ni0.2O2 cathode after 300 cycles, what can be inferred about the spatial distribution of degradation within the material?",Nanovoids are predominantly located near grain boundaries indicating preferential degradation,"Nanovoids are absent, and the dark contrast is due to phase segregation",Nanovoids are confined only to the surface region with no bulk presence,Nanovoids are uniformly distributed throughout the grains,A,"The image shows nanovoids clustered near grain boundaries or interfaces, suggesting these are preferential sites for degradation. The voids are not uniformly distributed or confined only to the surface."
s41565-019-0428-8_figure-4_crop0.png,CTEM,reasoning,easy,"Given that this is a Li1.2Mn0.6Ni0.2O2 cathode material after 300 cycles, what does the presence of numerous nanovoids in the STEM-HAADF image suggest about the material's structural state?",Improved crystallinity and densification,Formation of a new crystalline phase with higher density,Structural degradation with formation of voids due to cycling,Surface coating deposition,C,Nanovoids indicate loss of material density and structural degradation caused by repeated electrochemical cycling.
s41565-019-0428-8_figure-4_crop0.png,CTEM,reasoning,medium,"In this Li1.2Mn0.6Ni0.2O2 cathode after 300 cycles, how does the observed nanovoid formation relate to the expected changes in oxygen and nickel content based on typical degradation mechanisms?",Nanovoids form due to nickel enrichment and oxygen gain,Nanovoid formation correlates with oxygen and nickel loss from the lattice,Nanovoids are unrelated to compositional changes,Nanovoids indicate lithium intercalation without oxygen loss,B,"Degradation typically involves oxygen and nickel loss, causing lattice collapse and nanovoid formation."
s41565-019-0428-8_figure-4_crop0.png,CTEM,reasoning,hard,"Considering the STEM-HAADF image of the Li1.2Mn0.6Ni0.2O2 cathode after 300 cycles, what is the most plausible mechanism for the observed nanovoid formation within the bulk material?",Beam-induced damage during imaging causing voids,Mechanical polishing artifacts during sample preparation,Electrochemical cycling induces oxygen loss leading to lattice instability and void nucleation,Precipitation of secondary phases causing void-like contrast,C,"Electrochemical cycling causes oxygen loss and structural degradation, leading to void nucleation. Sample prep or beam damage would have different signatures, and no secondary phases are evident."
s41565-019-0428-8_figure-4_crop0.png,CTEM,experimental_design,easy,What imaging mode was most likely used to acquire this image of the Li1.2Mn0.6Ni0.2O2 cathode showing nanovoids with high contrast?,Phase Contrast TEM,Dark Field TEM,STEM-HAADF,Bright Field TEM,C,The high contrast of nanovoids and atomic number sensitivity is characteristic of STEM-HAADF imaging.
s41565-019-0428-8_figure-4_crop0.png,CTEM,experimental_design,medium,"The scale bar indicates 100 nm, and the image shows clear nanovoids without significant blurring. What does this imply about the sample preparation and imaging conditions?",Sample is too thick causing multiple scattering artifacts,Image was taken under defocused conditions causing halo artifacts,Sample was coated with heavy metal causing contrast inversion,Sample was thinned sufficiently to electron transparency with minimal damage,D,Clear nanovoid contrast and sharp features indicate good thinning and minimal preparation artifacts.
s41565-019-0428-8_figure-4_crop0.png,CTEM,experimental_design,hard,"Considering the imaging technique and the visible features, which of the following artifacts is least likely to affect the interpretation of nanovoids in this STEM-HAADF image of the Li1.2Mn0.6Ni0.2O2 cathode?",Chromatic aberration causing contrast inversion,Sample drift causing image blurring,Beam-induced sputtering causing artificial voids,Mass-thickness contrast accurately representing voids,D,Mass-thickness contrast in STEM-HAADF reliably shows voids; the other options are potential artifacts but less likely given image clarity.
s41565-022-01160-x_figure-2_crop2.png,HR-TEM,visual_perception,easy,"In this high-resolution TEM image of red quantum dots, what is the predominant shape of the particles visible?",Spherical,Rod-like,Plate-like,Cubic,A,"The particles appear mostly round and roughly spherical in shape, ruling out rod-like, cubic, or plate-like morphologies which have more elongated or angular shapes."
s41565-022-01160-x_figure-2_crop2.png,HR-TEM,visual_perception,medium,"In this HRTEM image of red QDs, what is the approximate size range of the individual quantum dots based on the scale bar?",Around 100 nm,Around 500 nm,Around 50 nm,Around 5 nm,D,"The scale bar is 15 nm, and the QDs appear to be roughly one-third or less of that length, consistent with ~5 nm size. Larger sizes like 50 nm or above are visually inconsistent."
s41565-022-01160-x_figure-2_crop2.png,HR-TEM,visual_perception,hard,"Examining the lattice fringes in this HRTEM image of red QDs, what can be inferred about the crystallinity of the quantum dots?",Amorphous with no visible lattice fringes,Poorly crystalline with diffuse fringes,Highly crystalline with clear lattice fringes,Polycrystalline with multiple grain boundaries,C,"The image shows well-defined, periodic lattice fringes across the particles, indicating high crystallinity rather than amorphous or poorly crystalline structure."
s41565-022-01160-x_figure-2_crop2.png,HR-TEM,reasoning,easy,"Given that this is a high-resolution TEM image of red quantum dots with a ZnS shell, what does the visible lattice fringe spacing most likely correspond to?",The amorphous ligand shell,Imaging noise,The crystalline lattice planes of the CdSe core,The polymer matrix,C,"Lattice fringes correspond to crystalline planes, which in these QDs are from the CdSe core. The ligand shell and polymer matrix are amorphous and do not show lattice fringes."
s41565-022-01160-x_figure-2_crop2.png,HR-TEM,reasoning,medium,"In this HRTEM image of red QDs in an isQDSN film, the uniformity of lattice fringes suggests what about the ZnS shell coverage?",The ZnS shell is absent,The ZnS shell is amorphous and non-uniform,The ZnS shell is uniform and epitaxially grown on the CdSe core,The ZnS shell is polycrystalline and discontinuous,C,"Uniform lattice fringes extending across the particle suggest epitaxial growth of the ZnS shell on the crystalline CdSe core, rather than amorphous or absent shell."
s41565-022-01160-x_figure-2_crop2.png,HR-TEM,reasoning,hard,"Considering this is a HRTEM image of red QDs with oleic acid ligands in an isQDSN film, what can be inferred about the ligand layer from the image contrast?",The ligand layer causes significant image distortion,The ligand layer is not visible due to low electron contrast,The ligand layer appears as a bright shell around the QDs,The ligand layer forms crystalline fringes around the QDs,B,Organic ligands like oleic acid have low electron density and generally do not produce visible contrast or lattice fringes in HRTEM images.
s41565-022-01160-x_figure-2_crop2.png,HR-TEM,experimental_design,easy,This image is a high-resolution TEM (HRTEM) image of red QDs. What imaging mode is most likely used here?,Bright-field TEM,Dark-field TEM,Electron diffraction,Scanning TEM (STEM),A,The presence of lattice fringes and overall contrast is typical of bright-field HRTEM imaging rather than dark-field or STEM modes.
s41565-022-01160-x_figure-2_crop2.png,HR-TEM,experimental_design,medium,The clear lattice fringes in this HRTEM image indicate which of the following about the sample preparation?,The sample is heavily damaged by the electron beam,The sample is coated with a thick amorphous layer,The sample is thin enough for electron transparency,The sample is too thick causing multiple scattering,C,"Clear lattice fringes require a thin, electron-transparent sample; thick or damaged samples would reduce fringe visibility."
s41565-022-01160-x_figure-2_crop2.png,HR-TEM,experimental_design,hard,"In this HRTEM image of red QDs, a slight blur or loss of fringe contrast in some areas could be caused by which imaging artifact?",Incorrect chemical composition,Inadequate ligand coverage,Polymer substrate interference,Sample drift during image acquisition,D,Sample drift during imaging causes blurring and loss of lattice fringe contrast. Chemical composition or ligand coverage do not directly cause imaging blur.
s41565-023-01445-9_figure-3_crop4.png,Diffraction,visual_perception,easy,"In this LEED pattern of a monolayer MoS2 film, what is the geometric arrangement of the main diffraction spots?",Rectangular,Square,Hexagonal,Random,C,"The six bright spots form a symmetric hexagonal pattern around the central spot, consistent with hexagonal symmetry typical of MoS2 lattice. Other options do not match the observed spot arrangement."
s41565-023-01445-9_figure-3_crop4.png,Diffraction,visual_perception,medium,"In this LEED pattern from a monolayer MoS2 film, how many first-order diffraction spots are clearly visible around the central spot?",Four,Eight,Twelve,Six,D,"There are six bright spots arranged hexagonally around the central spot, indicating six first-order diffraction spots, consistent with MoS2 hexagonal lattice symmetry."
s41565-023-01445-9_figure-3_crop4.png,Diffraction,visual_perception,hard,"Considering this LEED pattern of monolayer MoS2 on c-plane sapphire, what does the uniform intensity and symmetry of the diffraction spots most likely indicate about the film's crystalline quality?",The film is amorphous with no long-range order,The film has multiple rotational domains with different orientations,The film is polycrystalline with random domain orientations,The film is single-crystalline with uniform domain orientation,D,"Uniform, symmetric diffraction spots with identical intensity indicate a single-crystalline film with uniform domain orientation. Polycrystalline or amorphous films would produce diffuse or multiple spot patterns."
s41565-023-01445-9_figure-3_crop4.png,Diffraction,reasoning,easy,"Given that this is a LEED pattern from a monolayer MoS2 film, what does the presence of sharp diffraction spots imply about the surface structure?",The surface is covered with contaminants,The surface is rough and amorphous,The surface is well-ordered and crystalline,The surface has large defects and voids,C,"Sharp diffraction spots in LEED indicate a well-ordered, crystalline surface. Rough or amorphous surfaces produce diffuse or no spots."
s41565-023-01445-9_figure-3_crop4.png,Diffraction,reasoning,medium,"In this LEED pattern of monolayer MoS2, the hexagonal symmetry of spots corresponds to which crystallographic feature of MoS2?",Tetragonal lattice symmetry of MoS2,Hexagonal lattice symmetry of MoS2 basal plane,Cubic lattice symmetry of MoS2,Amorphous structure of MoS2,B,"MoS2 has a hexagonal lattice in its basal plane, producing hexagonal symmetry in diffraction patterns. Other lattice symmetries do not match the observed pattern."
s41565-023-01445-9_figure-3_crop4.png,Diffraction,reasoning,hard,"Given this LEED pattern from monolayer MoS2 on c-plane sapphire, what can be inferred about the epitaxial relationship between the MoS2 film and the substrate?",The MoS2 film is randomly oriented relative to the substrate,The MoS2 film is polycrystalline with multiple domain orientations,"The MoS2 film is epitaxially aligned with the sapphire substrate, showing uniform orientation",The MoS2 film is rotated 30 degrees relative to the substrate,C,"The uniform and symmetric LEED spots indicate a single domain orientation, consistent with epitaxial alignment of MoS2 on sapphire. Random or multiple orientations would produce more complex patterns."
s41565-023-01445-9_figure-3_crop4.png,Diffraction,experimental_design,easy,This image is a LEED pattern used to analyze the surface of a monolayer MoS2 film. What does LEED primarily measure?,Optical absorption,Electrical conductivity,Bulk chemical composition,Surface crystallographic structure,D,"LEED (Low Energy Electron Diffraction) is a surface-sensitive technique that measures the crystallographic structure of surfaces. It does not measure bulk composition, optical, or electrical properties."
s41565-023-01445-9_figure-3_crop4.png,Diffraction,experimental_design,medium,"In acquiring this LEED pattern of monolayer MoS2, what is the typical electron energy range used to probe the surface?",20-200 eV,1-5 keV,10-50 keV,100-500 eV,A,LEED uses low energy electrons typically in the 20-200 eV range to achieve surface sensitivity. Higher energies penetrate deeper and are not used in LEED.
s41565-023-01445-9_figure-3_crop4.png,Diffraction,experimental_design,hard,The sharpness and symmetry of the LEED spots in this image can be affected by which experimental factor during measurement of monolayer MoS2?,Low electron beam current,Surface contamination or adsorbates,Using high energy electrons (>10 keV),High vacuum conditions,B,"Surface contamination or adsorbates can degrade LEED spot sharpness and symmetry by disrupting surface order. High vacuum and low beam current improve pattern quality. LEED uses low energy electrons, not high energy."
